Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
P2833,Etchanrc,D,6,6,4,7,9,A,3,Ag Ri,,6,Barbaric,Lance Corporal Upilace H. Ota,Human,Female,56,5572,1,3,2,4,8,4,Drifter,Wanderer,1,"Advocating 0, Anglic Language 0, Animal Training 0, Athletic Co-ord 0, Athletic Endurance 0, Autocar Driving 0, Battle Suit Training 0, Capital Weapons 1, Carousing 2, Companion 1, Computer Training 1, Dancing 1, Deceiving 1, Energy Rifle 2, Explosives 1, Investigating 1, Jack of all Trades 0, Jumpspace 0, Military Tactics 0, Persuading 1, Portable Artillery 1, Reconnaissance 1, Shotgun 0, Slug Pistol 0, Slug Rifle 1, Stealth 1, Streetwise 1, Telecomm 1",,Cr106000,Cr0,Cr0
A0501,Urti,C,4,1,0,1,0,1,B,Lo,,4,Unusual Customs: Lifecycle,Shimta Etensetce,Human,Female,50,5578,5,1,4,5,5,5,Citizen,Worker,1,"Anglic Language 0, Astrogating 0, Companion 3, Cybernetics 0, Diplomacy 1, Energy Rifle 0, Jack of all Trades 1, Life Support 0, Mechanical Training 0, Mole Trucking 1, Persuading 1, Planetology 0, Polymers 1, Slug Rifle 0, Space Construction 1, Spacecraft Piloting 0, Streetwise 1, Survival Training 1, Tank Driving 1, Telecomm 2",4 Ship Shares,Cr3000,Cr0,Cr0
M0835,Onnstanvola,C,3,4,3,1,3,3,5,Lo Po,,A,Fusion,Galbarterjely Nanner,Human,Female,52,5576,3,3,1,6,4,4,Drifter,Scavenger,0,"Advocating 1, Anglic Language 0, Animal Farming 0, Animal Training 0, Astrogating 0, Companion 1, Cruise Ship Helm 0, Deceiving 1, Fist Fighting 2, Jack of all Trades 0, Jumping 0, Medical Training 0, Mole Trucking 0, Persuading 1, Reconnaissance 1, Shotgun 1, Stealth 2, Streetwise 1, Survival Training 1, Telecomm 0, Trading 0, Vacc Suit Training 0",Armor,Cr0,Cr120000,Cr0
H2816,Arvaly,A,6,4,8,9,E,H,C,Cp Hi In,A,B,Fashion,Corporal Imani B. Eldrelman,Human,Female,56,5572,4,1,3,8,7,A,Drifter,Barbarian,2,"Anglic Language 0, Animal Riding 0, Athletic Strength 1, Belter 0, Biology 1, Carousing 1, Computer Training 0, Dancing 0, Energy Rifle 1, Fist Fighting 1, Investigating 2, Jack of all Trades 0, Knife Fighting 0, Mole Trucking 0, Musical Training 0, Reconnaissance 1, Slug Pistol 0, Stealth 2, Streetwise 1, Survival Training 2",2 Ship Shares,Cr115000,Cr0,Cr0
P3140,Obursarchrenth,C,3,3,4,9,D,C,5,Hi,,3,Honorable,Major Palmes N. Stildy,Human,Male,55,5573,9,4,8,8,9,8,Army,Support,4,"Aero Flying 1, Anglic Language 0, Athletic Endurance 2, Biology 0, Deceiving 1, Hydroponics 0, Investigating 1, Jack of all Trades 0, Leadership 1, Mechanical Training 2, Medical Training 1, Military Tactics 1, Mole Trucking 1, Persuading 1, Reconnaissance 1, Roto Flying 2, Slug Rifle 1, Stealth 4, Streetwise 2, Survival Training 0","Ancient Technology, Armor",Cr2000,Cr0,Cr0
C2009,Anjurdew,C,7,7,6,0,1,5,7,,,8,None,Corporal Mabennston Q. Ilnstatm,Human,Male,42,5586,1,A,5,5,B,8,Agent,Law Enforcement,1,"Anglic Language 0, Athletic Endurance 0, Computer Training 0, Cybernetics 0, Deceiving 0, Fist Fighting 1, Gambling 1, Investigating 1, Jack of all Trades 0, Ortillery Gunnery 1, Reconnaissance 0, Slug Rifle 0, Stealth 0, Streetwise 1, Sword Fighting 2, Vilani Language 0",2 Ship Shares,Cr30000,Cr0,Cr0
F1312,On,C,6,5,4,9,A,A,7,Hi,,5,Unusual Customs: Nobility,Baronet Brannston Etd Itenhense of On,Human,Male,56,5572,4,1,6,8,A,c,Marines,Star Marines,7,"Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 2, Autocar Driving 1, Battle Suit Training 3, Computer Training 0, Energy 0, Energy Pistol 1, Energy Rifle 2, Field Artillery 1, Fist Fighting 0, Jack of all Trades 0, Jumping 0, Leadership 1, Military Tactics 1, Mole Trucking 0, Naval Tactics 1, Portable Artillery 1, Reconnaissance 0, Sensor Reading 1, Shotgun 1, Slug Pistol 1, Slug Rifle 1, Stealth 2, Streetwise 1",Armor,Cr0,Cr30000,Cr14000
K1721,Cayan,B,7,7,9,7,8,A,A,Pi,,2,Progressive,Baronetess Arrly Ita Scillie of Cayan,Human,Female,53,5575,2,5,3,8,6,c,Agent,Law Enforcement,2,"Anglic Language 0, Athletic Endurance 0, Autocar Driving 0, Heavy Launchers 1, Hydroponics 0, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 0, Mole Trucking 0, Portable Artillery 0, Reconnaissance 1, Slug Pistol 1, Slug Rifle 1, Stealth 1, Streetwise 3, Survival Training 0, Vacc Suit Training 0, Vilani Language 0",1 Ship Share,Cr9000,Cr0,Cr0
B1508,Imue,C,6,7,6,1,0,0,A,Lo,,7,Fusion,Captain Atmer C. Iganti,Human,Female,52,5576,1,2,1,9,6,A,Drifter,Scavenger,0,"Administrating 1, Anglic Language 0, Cruise Ship Helm 1, Energy Pistol 1, Energy Rifle 2, Fist Fighting 2, Jack of all Trades 0, Jumping 0, Knife Fighting 0, Leadership 2, Mechanical Training 0, Medical Training 0, Military Tactics 1, Portable Artillery 0, Psychology 0, Reconnaissance 0, Small Craft Piloting 0, Stealth 0, Survival Training 0, Tank Driving 0, Vacc Suit Training 0, Veterinary 0, Zero-G Training 1",Armor,Cr0,Cr128000,Cr0
F1118,Enson,B,5,8,8,1,1,1,B,Lo,,9,Recovering,Brarlilstarnk Thelrk,Human,Male,42,5586,3,6,A,9,9,4,Drifter,Scavenger,1,"Acting 0, Anglic Language 0, Astrogating 1, Computer Science 0, Computer Training 1, Jack of all Trades 1, Mechanical Training 0, Medical Training 0, Navigating 2, Reconnaissance 1, Slug Rifle 0, Small Craft Piloting 0, Streetwise 1, Survival Training 0, Telecomm 0, Vacc Suit Training 1, Zero-G Training 0","Scout Ship, 1 Ship Share",Cr45000,Cr0,Cr0
E0814,Kirc,A,7,A,5,2,2,0,A,Fl Lo,,9,Unusual Customs: Lifecycle,Olie Ochrelrlie,Human,Female,54,5574,8,5,5,7,7,6,Rogue,Thief,3,"Administrating 0, Anglic Language 0, Astrogating 1, Athletic Endurance 1, Autocar Driving 0, Bionetics 0, Companion 1, Deceiving 2, Gambling 1, Jack of all Trades 0, Mechanical Training 1, Persuading 0, Slug Rifle 1, Stealth 2, Streetwise 1, Telecomm 2, Trading 0, Vacc Suit Training 0","Armor, 2 Ship Shares",Cr10000,Cr0,Cr0
G2320,Erli,E,5,2,0,4,4,4,5,De He Ni Po,,4,Ritualized,Lady Almettis O. Edarth,Human,Female,52,5576,6,6,4,E,4,B,Drifter,Wanderer,2,"Anglic Language 0, Animal Riding 0, Astrogating 0, Athletic Co-ord 2, Athletic Strength 0, Energy Pistol 1, Fist Fighting 1, Jack of all Trades 0, Mechanical Training 0, Sensor Reading 1, Slug Pistol 0, Small Craft Piloting 0, Stealth 2, Streetwise 2, Survival Training 0, Telecomm 1, Vacc Suit Training 1",1 Ship Share,Cr32000,Cr0,Cr0
L3122,Alsot,D,4,2,4,3,5,4,8,Lo,,2,Conservative,Corporal Enm I. Ashanni,Human,Female,55,5573,1,1,5,D,9,6,Marines,Support,4,"Administrating 0, Anglic Language 0, Astrogating 2, Athletic Co-ord 0, Autocar Driving 1, Computer Training 0, Deceiving 0, Energy Pistol 2, Energy Rifle 2, Genetics 0, Jack of all Trades 0, Jumpspace 1, Leadership 1, Mechanical Training 1, Medical Training 1, Military Tactics 1, Naval Tactics 0, Ortillery Gunnery 1, Persuading 1, Reconnaissance 1, Slug Rifle 1, Space Construction 0, Stealth 0, Streetwise 0, Telecomm 2, Zero-G Training 4",Free Trader,Cr30000,Cr0,Cr0
L3122,Irie,A,8,A,5,2,2,4,E,Fl Lo,A,7,Unusual Custom: Conspiracy,Sergeant Annie E. Satlalnas,Human,Female,50,5578,5,3,2,9,3,8,Agent,Law Enforcement,3,"Administrating 1, Advocating 0, Anglic Language 0, Athletic Strength 0, Autocar Driving 0, Deceiving 0, Energy Rifle 1, Fist Fighting 1, Investigating 3, Jack of all Trades 0, Knife Fighting 1, Mole Trucking 1, Persuading 1, Reconnaissance 1, Shotgun 0, Small Craft Piloting 1, Stealth 0, Streetwise 2, Telecomm 0, Trading 1",,Cr55000,Cr0,Cr0
M0640,Datdy,B,6,5,4,5,3,0,6,Ag Fa Ni,,5,Unusual Customs: Technology,Lance Corporal Chralrt Y. Zischannor,Human,Male,55,5573,1,4,2,D,7,9,Marines,Star Marines,2,"Aero Flying 1, Anglic Language 0, Animal Farming 0, Animal Riding 0, Athletic Endurance 1, Athletic Strength 0, Autocar Driving 1, Bionetics 1, Civil Construction 1, Companion 2, Energy Pistol 1, Field Artillery 1, Grav Flying 1, Jack of all Trades 0, Leadership 1, Medical Training 0, Mole Trucking 1, Navigating 1, Reconnaissance 0, Roto Flying 1, Slug Pistol 0, Slug Rifle 1, Space Construction 1, Stealth 2, Streetwise 1, Survival Training 1","TAS Membership, Armor, 2 Ship Shares",Cr50000,Cr0,Cr10000
J1524,Alson,C,3,0,0,8,9,B,8,Na Ph Pi Va,,7,At War,3rd Officer Ilmes I. Ishody,Human,Female,57,5571,8,3,6,A,A,6,Agent,Intelligence,2,"Anglic Language 0, Athletic Co-ord 0, Autocar Driving 0, Capital Ship Helm 1, Computer Training 0, Investigating 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 0, Life Support 0, Mechanical Training 2, Medical Training 0, Ortillery Gunnery 2, Portable Artillery 0, Reconnaissance 2, Slug Rifle 1, Spacecraft Piloting 1, Stealth 1, Telecomm 0, Vacc Suit Training 1, Zero-G Training 2","Free Trader, Scientific Equipment, 1 Ship Share",Cr28000,Cr0,Cr12000
N1435,Rilstany,C,4,0,0,3,5,7,A,Lo Va,,A,Unusual Custom: Media,Captain Isanlier Y. Garl,Human,Female,53,5575,2,2,2,B,C,7,Drifter,Wanderer,0,"Advocating 0, Anglic Language 0, Athletic Endurance 1, Energy Pistol 0, Energy Rifle 1, Explosives 2, Field Artillery 0, Gravitics 1, Investigating 1, Jack of all Trades 1, Leadership 2, Life Support 1, Mole Trucking 0, Musical Training 0, Navigating 1, Reconnaissance 1, Sensor Reading 3, Slug Rifle 1, Stealth 0, Survival Training 2, Sword Fighting 0, Telecomm 1, Vacc Suit Training 0, Vilani Language 0","Armor, Armor",Cr40000,Cr0,Cr14000
H3011,Eld,B,6,9,A,2,1,4,B,Lo Wa,,B,Unusual Customs: Technology,Lady Ehn Y. Drelnk,Human,Female,55,5573,1,7,8,9,A,B,Army,Support,2,"Administrating 1, Aero Flying 1, Anglic Language 0, Animal Riding 1, Astrogating 1, Energy Rifle 1, Jack of all Trades 0, Leadership 1, Mechanical Training 1, Medical Training 1, Navigating 1, Reconnaissance 0, Shotgun 0, Small Craft Piloting 1, Spacecraft Piloting 0, Survival Training 1, Telecomm 2, Vacc Suit Training 1, Writing 0, Xenology 0, Zero-G Training 2","Scout Ship, 2 Ship Shares",Cr120000,Cr0,Cr0
B1307,Oke,C,D,C,6,5,3,8,A,Fl Ni,,E,Artistic,Ichonly Atbrilshatmer,Human,Female,57,5571,7,3,7,4,5,8,Citizen,Worker,2,"Administrating 0, Anglic Language 0, Animal Farming 0, Biology 1, Bionetics 1, Carousing 1, Computer Training 1, Cybernetics 1, Diplomacy 0, Hydroponics 1, Investigating 0, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Robotics 0, Sailboat Helm 2, Stealth 4, Submarine Helm 1, Survival Training 3, Telecomm 1, Veterinary 1","Lab Ship, 1 Ship Share",Cr64000,Cr0,Cr0
P3140,Kernski,B,6,3,6,3,4,4,B,Lo,,7,Sexist,Lady Shelstise Q. Lanthan,Human,Female,61,5567,3,5,4,6,8,B,Drifter,Scavenger,4,"Administrating 0, Advocating 0, Anglic Language 0, Astrogating 1, Athletics 1, Chemisty 0, Deceiving 2, Diplomacy 1, Energy Pistol 0, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Jumping 1, Mechanical Training 2, Medical Training 0, Persuading 0, Sculpting 1, Shotgun 0, Small Craft Piloting 1, Streetwise 1, Telecomm 1, Vacc Suit Training 1","Pension Portfolio: Cr750000, Estate Portfolio: Cr500000, Pension Portfolio: Cr100000, Yacht, TAS Membership, 4 Ship Shares",Cr0,Cr3000,Cr10000
P3131,Imd,B,2,0,0,3,4,1,D,Lo Va,,8,Deceptive,Corporal Imjurmer D. All,Human,Female,50,5578,6,4,1,D,B,6,Drifter,Scavenger,0,"Administrating 0, Advocating 2, Anglic Language 0, Astrogating 0, Bionetics 0, Electronics 1, Energy Pistol 0, Fist Fighting 1, Jack of all Trades 1, Mechanical Training 2, Reconnaissance 1, Ship Screens 0, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 0, Streetwise 1, Tank Driving 0, Telecomm 1, Vacc Suit Training 1, Zero-G Training 0",,Cr16000,Cr0,Cr0
O2331,Bedove,B,6,4,4,8,7,7,8,Pa Ph Pi,,7,Tourist Attraction,4th Officer Etpistachramon Q. Ilenv,Human,Female,51,5577,1,4,4,7,8,6,Drifter,Wanderer,0,"Administrating 0, Anglic Language 0, Autocar Driving 0, Biology 0, Capital Weapons 1, Companion 1, Computer Training 0, Deceiving 0, Electronics 1, Gravitics 1, Jack of all Trades 0, Mechanical Training 2, Mole Trucking 1, Persuading 1, Small Craft Piloting 0, Stealth 1, Streetwise 2, Survival Training 1, Telecomm 1, Trading 0, Vacc Suit Training 0",,Cr24000,Cr0,Cr10000
O1937,Udrang,E,6,5,8,9,8,B,4,Hi,A,9,Religious,Sir Mawond R. Nern,Human,Male,56,5572,5,5,3,4,5,B,Drifter,Wanderer,3,"Anglic Language 0, Astrogating 1, Athletic Strength 1, Capital Ship Helm 1, Carousing 0, Energy Rifle 0, Fist Fighting 2, Jack of all Trades 0, Mechanical Training 0, Mole Trucking 0, Reconnaissance 0, Robotics 0, Spacecraft Piloting 0, Stealth 2, Streetwise 4, Survival Training 1, Telecomm 1, Trading 2, Vacc Suit Training 1, Veterinary 0",1 Ship Share,Cr10000,Cr0,Cr0
I0223,Ory,D,6,7,7,7,4,2,4,Ag Pi,,7,Remnant,Corporal Patus V. Iscanor,Human,Male,56,5572,1,4,2,C,A,A,Rogue,Pirate,4,"Administrating 1, Anglic Language 0, Astrogating 1, Athletic Endurance 1, Autocar Driving 1, Capital Weapons 1, Companion 1, Deceiving 1, Gambling 1, Jack of all Trades 0, Jumpspace 0, Mechanical Training 1, Mole Trucking 1, Reconnaissance 1, Sensor Reading 1, Shotgun 0, Slug Pistol 1, Small Craft Piloting 0, Spacecraft Piloting 1, Stealth 1, Streetwise 1, Survival Training 0, Telecomm 1, Trading 1, Vacc Suit Training 3, Veterinary 0, Vilani Language 0","Scout Ship, Armor, Armor, 2 Ship Shares",Cr261000,Cr0,Cr0
D3002,Iml,C,9,9,A,3,1,2,7,Lo Wa,,8,Degenerate,Jurue Alrlanbarv,Human,Male,51,5577,8,3,4,8,8,9,Drifter,Wanderer,0,"Anglic Language 1, Animal Farming 1, Animal Training 1, Athletic Co-ord 0, Autocar Driving 0, Belter 0, Chemisty 0, Computer Training 0, Diplomacy 1, Energy Rifle 0, Fist Fighting 1, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Motorboat Helm 0, Reconnaissance 0, Sensor Reading 1, Slug Rifle 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Submarine Helm 1, Survival Training 2, Telecomm 1",,Cr7000,Cr0,Cr0
B0907,Ihurmimm,C,2,4,6,5,6,4,8,Ag Fa Ni,,7,Remnant,Indy Ukurrlie,Human,Female,51,5577,1,3,5,3,4,5,Drifter,Scavenger,0,"Administrating 1, Anglic Language 0, Animal Riding 0, Astrogating 1, Athletic Co-ord 0, Carousing 1, Computer Training 0, Investigating 1, Jack of all Trades 1, Knife Fighting 1, Motorboat Helm 1, Ortillery Gunnery 0, Reconnaissance 0, Slug Pistol 0, Stealth 2, Streetwise 0, Survival Training 2, Tank Driving 0, Zero-G Training 0",,Cr60000,Cr0,Cr0
M0338,Arly,C,5,2,6,4,4,1,A,Ni,,5,Fusion,Imimnson Ishalhoson,Human,Female,17,5611,8,8,8,7,5,7,Citizen,,0,"Anglic Language 0, Computer Training 0, Jack of all Trades 0, Xenology 0",,Cr0,Cr0,Cr0
F1120,Lalltimjallis,C,2,2,0,6,6,7,8,De Na Ni Po,,7,Violent,Elson Meman,Human,Female,50,5578,7,8,3,5,2,3,Merchants,Merchant Marine,2,"Anglic Language 0, Animal Training 1, Astrogating 1, Athletic Co-ord 0, Battle Suit Training 0, Capital Ship Helm 1, Energy Pistol 0, Field Artillery 0, Jack of all Trades 0, Jumping 0, Mechanical Training 3, Naval Tactics 0, Persuading 0, Reconnaissance 1, Ship Screens 1, Shotgun 1, Slug Pistol 2, Stealth 0, Streetwise 1, Survival Training 0, Vacc Suit Training 1",2 Ship Shares,Cr35000,Cr0,Cr0
G2417,Epertis,C,5,7,8,2,3,1,6,Fa Lo,,6,Peaceful,Atbetke Nimm,Human,Female,57,5571,3,5,1,7,A,8,Drifter,Wanderer,2,"Administrating 0, Anglic Language 0, Animal Farming 0, Animal Riding 0, Athletic Endurance 0, Athletic Strength 1, Computer Training 0, Deceiving 1, Energy Rifle 1, Gravitics 0, Jack of all Trades 1, Medical Training 1, Mole Trucking 0, Reconnaissance 1, Sailboat Helm 0, Stealth 1, Streetwise 1, Survival Training 3, Tank Driving 0, Telecomm 1, Vacc Suit Training 0",,Cr0,Cr85000,Cr0
J1027,Sury,A,8,8,6,1,2,0,8,Ga Lo,,7,Fashion,Imstarti Chenkrin,Human,Female,51,5577,8,5,6,6,8,7,Merchants,Merchant Marine,2,"Anglic Language 0, Animal Training 0, Athletic Endurance 0, Battle Suit Training 1, Companion 1, Computer Training 0, Dancing 0, Heavy Launchers 0, Jack of all Trades 0, Mechanical Training 1, Naval Tactics 1, Persuading 1, Shotgun 1, Slug Pistol 0, Slug Rifle 1, Stealth 1, Survival Training 3, Telecomm 3, Trading 1, Vacc Suit Training 1","Scout Ship, Scout Ship",Cr55000,Cr0,Cr0
I0126,Breti,A,7,8,9,1,2,0,A,Lo,A,A,Unusual Customs: Social Standings,Canor Katchert,Human,Male,52,5576,1,1,1,C,4,9,Drifter,Barbarian,0,"Anglic Language 0, Animal Riding 0, Astrogating 0, Companion 2, Computer Training 1, Dancing 0, Deceiving 2, Energy 0, Energy Pistol 0, Fist Fighting 1, Grav Flying 1, Holography 2, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Musical Training 0, Persuading 1, Slug Rifle 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Telecomm 1, Vacc Suit Training 1, Zero-G Training 0",2 Ship Shares,Cr0,Cr104000,Cr0
K2129,Unstandraln,B,3,2,2,5,4,1,A,He Ni Po,,8,Unusual Custom: Offworlders,Erhilis Odeldrendenston,Human,Female,50,5578,1,3,1,C,9,A,Merchants,Trader,7,"Administrating 1, Anglic Language 0, Animal Training 0, Carousing 1, Companion 1, Electronics 0, Investigating 1, Jack of all Trades 0, Medical Training 0, Mole Trucking 0, Persuading 4, Streetwise 1, Tank Driving 3, Telecomm 2, Trading 4, Vacc Suit Training 2","Free Trader, Free Trader, Free Trader, Free Trader, 2 Ship Shares",Cr0,Cr10000,Cr14000
F1415,Anveza,B,8,A,5,2,3,3,B,Fl Lo,,7,Conservative,Sublieutenant Ethon K. Serchatnents,Human,Female,54,5574,7,3,3,8,9,6,Drifter,Barbarian,2,"Advocating 0, Anglic Language 0, Astrogating 0, Carousing 0, Energy Pistol 1, Jack of all Trades 0, Jumpspace 0, Knife Fighting 1, Leadership 1, Mechanical Training 2, Reconnaissance 2, Robotics 0, Ship Screens 0, Slug Pistol 1, Slug Rifle 0, Small Craft Piloting 1, Stealth 2, Survival Training 2, Telecomm 1, Vacc Suit Training 2, Zero-G Training 2",,Cr32000,Cr0,Cr0
C1705,Tanza,X,5,5,5,1,0,4,4,Lo,A,A,Peaceful,Urtiv Rimnor,Human,Female,51,5577,4,3,3,5,8,3,Drifter,Scavenger,1,"Advocating 0, Anglic Language 0, Astrogating 0, Capital Ship Helm 0, Computer Training 0, Gambling 1, Jack of all Trades 0, Mechanical Training 2, Medical Training 0, Mole Trucking 0, Persuading 1, Reconnaissance 1, Ship Screens 0, Shotgun 0, Slug Pistol 0, Slug Rifle 0, Stealth 1, Survival Training 2, Trading 1, Turret Gunnery 2, Vacc Suit Training 0, Zero-G Training 1","Ship's Boat, Free Trader, 1 Ship Share",Cr0,Cr0,Cr0
J1030,Nang,D,A,B,6,8,5,0,9,Fl Ph,A,E,At War,Field Agent Joshirc C. Krilmon,Human,Male,55,5573,1,1,1,9,6,9,Agent,Corporate,3,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Strength 0, Battle Suit Training 1, Computer Training 0, Deceiving 1, Energy Rifle 0, Heavy Launchers 0, Investigating 1, Jack of all Trades 0, Leadership 1, Mole Trucking 1, Naval Tactics 0, Physics 0, Portable Artillery 1, Reconnaissance 1, Slug Rifle 1, Stealth 1, Streetwise 5, Survival Training 1","Armor, Scientific Equipment, 1 Ship Share",Cr50500,Cr0,Cr0
E0615,Imdilton,B,6,6,A,7,B,7,7,Ri Wa,,9,Unusual Customs: Travel,Etbalner Banko,Human,Female,21,5607,6,5,4,9,8,9,Citizen,,0,"Anglic Language 0, Computer Training 0, Jack of all Trades 0, Telecomm 0",,Cr0,Cr0,Cr0
N1137,Annilti,C,1,1,0,7,4,4,B,Na Pi,,8,Liberal,Ensadinson Demer,Human,Female,56,5572,9,8,5,2,7,7,Citizen,Worker,4,"Anglic Language 0, Athletic Endurance 1, Autocar Driving 1, Blunt Fighting 1, Civil Construction 1, Deceiving 0, Energy Pistol 0, Energy Rifle 1, Hydroponics 1, Jack of all Trades 0, Jumping 2, Jumpspace 2, Knife Fighting 1, Persuading 1, Polymers 2, Reconnaissance 0, Robotics 0, Shotgun 1, Slug Pistol 1, Space Construction 1, Stealth 0, Streetwise 1, Tank Driving 1",3 Ship Shares,Cr210000,Cr0,Cr0
D3009,Chiler,E,8,6,7,6,6,7,6,Ag Fa Ga Ni Ri,,8,Unusual Customs: Travel,Captain Anhon L. Shalla,Human,Female,57,5571,5,1,6,7,B,6,Merchants,Merchant Marine,5,"Administrating 2, Advocating 4, Anglic Language 0, Animal Farming 0, Autocar Driving 0, Carousing 1, Chemisty 0, Deceiving 0, Energy Rifle 1, Field Artillery 1, Gambling 2, Jack of all Trades 0, Jumping 0, Leadership 1, Mechanical Training 2, Navigating 1, Reconnaissance 1, Remote Operating 1, Sculpting 0, Ship Screens 0, Slug Rifle 0, Streetwise 1, Sword Fighting 0, Telecomm 0, Zero-G Training 2","Armor, 1 Ship Share",Cr0,Cr80000,Cr10000
N1634,Alkid,X,5,1,0,0,2,5,8,,,5,None,Lieutenant Edraldelace X. Jarrk,Human,Female,55,5573,6,9,2,4,B,8,Citizen,Worker,3,"Advocating 1, Anglic Language 0, Athletic Co-ord 0, Autocar Driving 1, Battle Suit Training 1, Companion 1, Diplomacy 1, Energy Pistol 1, Energy Rifle 1, Hydroponics 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Life Support 0, Mechanical Training 2, Military Tactics 1, Naval Tactics 0, Ortillery Gunnery 1, Portable Artillery 1, Roto Flying 1, Shotgun 1, Slug Rifle 0, Stealth 0, Turret Gunnery 2, Vacc Suit Training 1, Vilani Language 0","Armor, Air/Raft, TAS Membership, 5 Ship Shares",Cr106000,Cr0,Cr0
C2003,Ardelcatbratrly,D,3,4,0,4,1,4,3,De He Ni Po,,7,Unusual Customs: Lifecycle,Sergeant Irc D. Melni,Human,Female,51,5577,8,7,A,9,3,7,Agent,Law Enforcement,3,"Administrating 1, Anglic Language 0, Autocar Driving 0, Computer Training 0, Deceiving 0, Energy Pistol 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Mole Trucking 0, Reconnaissance 0, Streetwise 1, Survival Training 0, Sword Fighting 1, Telecomm 0, Trading 1, Veterinary 0",,Cr54500,Cr0,Cr0
K1930,Shobegiry,A,8,7,5,6,5,3,C,Ag Cp Fa Ni,,7,At War,Captain Andonly F. Ildil,Human,Female,55,5573,3,2,B,8,7,7,Scout,Exploration,2,"Advocating 0, Anglic Language 0, Animal Riding 0, Astrogating 1, Athletic Endurance 1, Autocar Driving 1, Field Artillery 1, Fist Fighting 1, History 0, Jack of all Trades 0, Leadership 2, Mechanical Training 0, Military Tactics 1, Mole Trucking 0, Shotgun 0, Slug Rifle 1, Small Craft Piloting 1, Spacecraft Piloting 0, Streetwise 1, Survival Training 1, Telecomm 1, Vacc Suit Training 1",,Cr170000,Cr0,Cr0
C1903,Marmer,B,7,8,7,1,1,0,6,Ga Lo,A,5,Unusual Custom: Starport,Taldobanson Imleldy,Human,Male,57,5571,3,3,4,2,3,6,Drifter,Scavenger,2,"Anglic Language 0, Animal Farming 0, Animal Training 0, Astrogating 0, Capital Ship Helm 0, Carousing 0, Companion 0, Cruise Ship Helm 1, Deceiving 0, Diplomacy 2, Grav Flying 1, Holography 0, Investigating 2, Jack of all Trades 1, Life Support 1, Mechanical Training 1, Musical Training 0, Persuading 0, Sensor Reading 1, Small Craft Piloting 1, Streetwise 1, Telecomm 0, Vacc Suit Training 2, Xenology 2, Zdetl Language 1, Zero-G Training 1",,Cr110000,Cr0,Cr0
C1907,Ettiljul,B,0,0,0,3,3,3,E,As Lo Va,,7,At War,Ilsarlurner Meljowellsililton,Human,Female,55,5573,2,1,5,9,5,5,Merchants,Merchant Marine,1,"Anglic Language 0, Astrogating 0, Civil Construction 1, Companion 0, Energy Pistol 0, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Slug Pistol 0, Small Craft Piloting 0, Stealth 2, Streetwise 3, Survival Training 3, Telecomm 1, Trading 1, Vacc Suit Training 1, Veterinary 0, Zero-G Training 0",1 Ship Share,Cr27000,Cr0,Cr0
